,Subject,Time,Task,ReactionTime,Performance
416,7405.0,3sec,Relative,1.8002504536083763,0.39285714285714285
417,7405.0,Infinite,Absolute,2.0234080840801365,0.5862068965517241
418,7405.0,Infinite,Pointing,3.1363103257285228,0.3888888888888889
419,7405.0,Infinite,Relative,2.363477461867861,0.5555555555555556
420,7429.0,3sec,Absolute,1.9043716011625347,0.42424242424242425
421,7429.0,3sec,Pointing,1.6044234071459094,0.45714285714285713
422,7429.0,3sec,Relative,1.846945447080276,0.5
423,7429.0,Infinite,Absolute,1.9043716011625347,0.42424242424242425
424,7429.0,Infinite,Pointing,2.0547966890864906,0.6111111111111112
425,7429.0,Infinite,Relative,2.2688248025046445,0.6388888888888888
426,7439.0,3sec,Absolute,1.8320843355996281,0.4857142857142857
427,7439.0,3sec,Pointing,1.772750675678253,0.5
428,7439.0,3sec,Relative,1.8271296156777277,0.5277777777777778
429,7439.0,Infinite,Absolute,1.8320843355996281,0.4857142857142857
430,7439.0,Infinite,Pointing,6.179006589783559,0.3888888888888889
431,7439.0,Infinite,Relative,4.272552592413766,0.5428571428571428
432,7782.0,3sec,Absolute,1.1952415910260425,0.5517241379310345
433,7782.0,3sec,Pointing,1.695209994460597,0.5454545454545454
434,7782.0,3sec,Relative,1.439879828029208,0.4444444444444444
435,7782.0,Infinite,Absolute,1.1952415910260425,0.5517241379310345
436,7782.0,Infinite,Pointing,0.7421391076511807,0.6111111111111112
437,7782.0,Infinite,Relative,1.2990113761689934,0.5555555555555556
438,8021.0,3sec,Absolute,1.8040573869432721,0.5428571428571428
439,8021.0,3sec,Pointing,1.726468447276525,0.6285714285714286
440,8021.0,3sec,Relative,1.3887520858219689,0.5428571428571428
441,8021.0,Infinite,Absolute,1.8040573869432721,0.5428571428571428
442,8021.0,Infinite,Pointing,2.3848685489760504,0.4444444444444444
443,8021.0,Infinite,Relative,2.1795319120089207,0.5277777777777778
444,8078.0,3sec,Absolute,2.0427378018697095,0.6
445,8078.0,3sec,Pointing,1.8275352716445934,0.6
446,8078.0,3sec,Relative,1.9528351445351877,0.7096774193548387
447,8078.0,Infinite,Absolute,2.0427378018697095,0.6
448,8078.0,Infinite,Pointing,7.136240363121033,0.5833333333333334
449,8078.0,Infinite,Relative,6.434743523597717,0.78125
450,8169.0,3sec,Absolute,1.95719120502472,0.5666666666666667
451,8169.0,3sec,Pointing,1.9352448925827483,0.5454545454545454
452,8169.0,3sec,Relative,2.103521667993986,0.5
453,8169.0,Infinite,Absolute,1.95719120502472,0.5666666666666667
454,8169.0,Infinite,Pointing,6.378995790201079,0.6176470588235294
455,8169.0,Infinite,Relative,5.877269605795543,0.375
456,8343.0,3sec,Absolute,1.9165725409984598,0.53125
457,8343.0,3sec,Pointing,2.034503644512546,0.5483870967741935
458,8343.0,3sec,Relative,1.5615740285979376,0.3611111111111111
459,8343.0,Infinite,Absolute,1.9165725409984598,0.53125
460,8343.0,Infinite,Pointing,7.547375082969664,0.5882352941176471
461,8343.0,Infinite,Relative,8.248205157426689,0.6923076923076923
462,8357.0,3sec,Absolute,1.6685760021209721,0.5483870967741935
463,8357.0,3sec,Pointing,1.5012814437641826,0.5588235294117647
464,8357.0,3sec,Relative,1.5079622798495826,0.4444444444444444
465,8357.0,Infinite,Absolute,1.6685760021209721,0.5483870967741935
466,8357.0,Infinite,Pointing,4.139341711997986,0.5833333333333334
467,8357.0,Infinite,Relative,1.6453957557678216,0.5555555555555556
468,8368.0,3sec,Absolute,2.015736757005964,0.6285714285714286
469,8368.0,3sec,Pointing,1.895118249787225,0.5
470,8368.0,3sec,Relative,2.113428235054016,0.65625
471,8368.0,Infinite,Absolute,2.015736757005964,0.6285714285714286
472,8368.0,Infinite,Pointing,7.499725621087207,0.6857142857142857
473,8368.0,Infinite,Relative,4.8831825322575035,0.4166666666666667
474,8392.0,3sec,Absolute,1.9085570450486808,0.6551724137931034
475,8392.0,3sec,Pointing,1.1045280900494805,0.5517241379310345
476,8392.0,3sec,Relative,1.7370438720240744,0.45454545454545453
477,8392.0,Infinite,Absolute,1.9085570450486808,0.6551724137931034
478,8392.0,Infinite,Pointing,1.5516061319245233,0.3888888888888889
479,8392.0,Infinite,Relative,1.2082977626058793,0.5277777777777778
480,8500.0,3sec,Absolute,2.0584367364644995,0.625
481,8500.0,3sec,Pointing,1.9726830901521617,0.5757575757575758
482,8500.0,3sec,Relative,1.8643408873501932,0.5588235294117647
483,8500.0,Infinite,Absolute,2.0584367364644995,0.625
484,8500.0,Infinite,Pointing,4.708617620997959,0.3888888888888889
485,8500.0,Infinite,Relative,4.403123531076643,0.6944444444444444
486,8610.0,3sec,Absolute,2.2298674336795146,0.5172413793103449
487,8610.0,3sec,Pointing,1.9811560884118085,0.59375
488,8610.0,3sec,Relative,1.9189621325462085,0.5806451612903226
489,8610.0,Infinite,Absolute,2.2298674336795146,0.5172413793103449
490,8610.0,Infinite,Pointing,6.65483855519976,0.45714285714285713
491,8610.0,Infinite,Relative,5.292416913168772,0.6666666666666666
492,8717.0,3sec,Absolute,2.0583485943930495,0.4857142857142857
493,8717.0,3sec,Pointing,1.9835626212033355,0.696969696969697
494,8717.0,3sec,Relative,1.6735273130012285,0.5757575757575758
495,8717.0,Infinite,Absolute,2.0583485943930495,0.4857142857142857
496,8717.0,Infinite,Pointing,3.06965427266227,0.5
497,8717.0,Infinite,Relative,3.158142182562087,0.5277777777777778
498,8756.0,3sec,Absolute,2.3223685661951716,0.5333333333333333
499,8756.0,3sec,Pointing,2.250256119103266,0.5862068965517241
500,8756.0,3sec,Relative,2.170357152393887,0.4857142857142857
501,8756.0,Infinite,Absolute,2.3223685661951716,0.5333333333333333
502,8756.0,Infinite,Pointing,2.7093080480893463,0.5277777777777778
503,8756.0,Infinite,Relative,4.734194871151086,0.3939393939393939
504,8802.0,3sec,Absolute,1.991941325366497,0.4375
505,8802.0,3sec,Pointing,1.9295663356781008,0.4666666666666667
506,8802.0,3sec,Relative,1.776231988783806,0.5161290322580645
507,8802.0,Infinite,Absolute,1.991941325366497,0.4375
508,8802.0,Infinite,Pointing,2.5935009717941284,0.6666666666666666
509,8802.0,Infinite,Relative,2.3009910186131792,0.4444444444444444
510,8863.0,3sec,Absolute,1.9824127819803021,0.5
511,8863.0,3sec,Pointing,1.6379024301256466,0.5142857142857142
512,8863.0,3sec,Relative,1.4044583969646034,0.4444444444444444
513,8863.0,Infinite,Absolute,1.9824127819803021,0.5
514,8863.0,Infinite,Pointing,2.6826509568426338,0.5277777777777778
515,8863.0,Infinite,Relative,3.2298690080642705,0.5555555555555556
516,8931.0,3sec,Absolute,1.9872699434107,0.7878787878787878
517,8931.0,3sec,Pointing,2.202728129923344,0.65625
518,8931.0,3sec,Relative,1.9154490198407845,0.8
519,8931.0,Infinite,Absolute,1.9872699434107,0.7878787878787878
520,8931.0,Infinite,Pointing,8.042372562267165,0.8518518518518519
521,8931.0,Infinite,Relative,5.769335662617401,0.8529411764705882
522,8990.0,3sec,Absolute,2.196394624132098,0.5151515151515151
523,8990.0,3sec,Pointing,2.2232478203312045,0.6129032258064516
524,8990.0,3sec,Relative,2.282434701919555,0.6285714285714286
525,8990.0,Infinite,Absolute,2.196394624132098,0.5151515151515151
526,8990.0,Infinite,Pointing,7.751747933301057,0.3939393939393939
527,8990.0,Infinite,Relative,7.114971802152437,0.4827586206896552
528,9069.0,3sec,Absolute,1.8798557826450892,0.42857142857142855
529,9069.0,3sec,Pointing,2.033706419608172,0.5588235294117647
530,9069.0,3sec,Relative,1.6989701721403339,0.4444444444444444
531,9069.0,Infinite,Absolute,1.8798557826450892,0.42857142857142855
532,9069.0,Infinite,Pointing,2.5229781270027174,0.4166666666666667
533,9069.0,Infinite,Relative,1.9942524168226454,0.4722222222222222
534,9246.0,3sec,Absolute,1.9015465133330398,0.47058823529411764
535,9246.0,3sec,Pointing,1.8148710863930841,0.5428571428571428
536,9246.0,3sec,Relative,1.451262859737172,0.5294117647058824
537,9246.0,Infinite,Absolute,1.9015465133330398,0.47058823529411764
538,9246.0,Infinite,Pointing,2.7236395610703363,0.4722222222222222
539,9246.0,Infinite,Relative,1.6634227832158406,0.6944444444444444
540,9400.0,3sec,Absolute,1.9324161750929705,0.4642857142857143
541,9400.0,3sec,Pointing,2.012327886396839,0.45161290322580644
542,9400.0,3sec,Relative,1.9812092781066881,0.6785714285714286
543,9400.0,Infinite,Absolute,1.9324161750929705,0.4642857142857143
544,9400.0,Infinite,Pointing,4.675092697143555,0.3611111111111111
545,9400.0,Infinite,Relative,2.151013957129585,0.4722222222222222
546,9826.0,3sec,Absolute,2.1801950782537465,0.71875
547,9826.0,3sec,Pointing,2.1371477950703017,0.5757575757575758
548,9826.0,3sec,Relative,1.7980518068586082,0.7142857142857143
549,9826.0,Infinite,Absolute,2.1801950782537465,0.71875
550,9826.0,Infinite,Pointing,3.0229802197880224,0.6111111111111112
551,9826.0,Infinite,Relative,3.313653800222609,0.5833333333333334
552,9849.0,3sec,Absolute,2.401194449128776,0.5517241379310345
553,9849.0,3sec,Pointing,2.357444524765015,0.375
554,9849.0,3sec,Relative,2.2104029491029937,0.6896551724137931
555,9849.0,Infinite,Absolute,2.401194449128776,0.5517241379310345
556,9849.0,Infinite,Pointing,5.540419611665941,0.7222222222222222
557,9849.0,Infinite,Relative,5.504971388408116,0.45714285714285713
558,9864.0,3sec,Absolute,1.462783765792846,0.6
559,9864.0,3sec,Pointing,1.4310611560940736,0.375
560,9864.0,3sec,Relative,1.234018066350152,0.5
561,9864.0,Infinite,Absolute,1.462783765792846,0.6
562,9864.0,Infinite,Pointing,1.3439947565396633,0.5277777777777778
563,9864.0,Infinite,Relative,1.9896231094996137,0.5555555555555556
564,9923.0,3sec,Absolute,1.886918619275093,0.4375
565,9923.0,3sec,Pointing,1.7205238649922032,0.5806451612903226
566,9923.0,3sec,Relative,1.6660525939043827,0.38235294117647056
567,9923.0,Infinite,Absolute,1.886918619275093,0.4375
568,9923.0,Infinite,Pointing,6.362699639412664,0.5483870967741935
569,9923.0,Infinite,Relative,4.884733478228251,0.6
570,9997.0,3sec,Absolute,2.1737455760731415,0.7058823529411765
571,9997.0,3sec,Pointing,2.251922287046909,0.5
572,9997.0,3sec,Relative,1.6162511110305773,0.7647058823529411
573,9997.0,Infinite,Absolute,2.1737455760731415,0.7058823529411765
574,9997.0,Infinite,Pointing,4.584341128667195,0.3888888888888889
575,9997.0,Infinite,Relative,3.567793654070961,0.6944444444444444
576,9998.0,3sec,Absolute,2.0750907510519023,0.5625
577,9998.0,3sec,Pointing,2.090532443102669,0.4411764705882353
578,9998.0,3sec,Relative,2.1033751314336606,0.6363636363636364
579,9998.0,Infinite,Absolute,2.0750907510519023,0.5625
580,9998.0,Infinite,Pointing,5.330847726549421,0.4857142857142857
581,9998.0,Infinite,Relative,6.154859002431234,0.5666666666666667
