SubjectID,StimulusType,response,RT
04006,0,0,0
04006,1,1,374
04006,1,1,517
04006,0,0,0
04006,1,1,340
04006,1,1,408
04006,1,1,390
04006,1,1,339
04006,1,1,391
04006,1,1,425
04006,1,1,340
04006,1,1,390
04006,1,1,373
04006,1,1,373
04006,1,1,289
04006,1,1,357
04006,0,1,255
04006,1,1,408
04006,1,1,425
04006,1,1,459
04006,0,0,0
04006,1,1,391
04006,1,1,391
04006,1,1,408
04006,1,1,356
04006,0,0,0
04006,1,1,662
04006,1,1,390
04006,1,1,476
04006,1,1,442
04006,1,1,323
04006,1,1,476
04006,1,1,561
04006,0,0,0
04006,1,1,407
04006,1,1,424
04006,1,1,578
04006,1,1,374
04006,0,0,0
04006,1,1,408
04006,1,1,408
04006,1,1,426
04006,1,1,577
04006,1,1,459
04006,0,0,0
04006,1,1,374
04006,1,1,561
04006,0,0,0
04006,0,0,0
04006,1,1,459
04006,1,1,509
04006,0,0,0
04006,1,1,476
04006,1,1,510
04006,1,1,850
04006,1,1,510
04006,1,1,425
04006,1,1,441
04006,1,1,409
04006,1,1,425
04006,1,1,340
04006,1,1,323
04006,1,1,322
04006,1,1,391
04006,1,1,340
04006,0,0,0
04006,1,1,272
04006,0,0,0
04006,0,0,0
04006,1,1,408
04006,0,0,0
04006,1,1,323
04006,1,1,374
04006,0,0,0
04006,1,1,357
04006,1,1,374
04006,1,1,340
04006,1,1,306
04006,1,1,307
04006,1,1,340
04006,0,0,0
04006,1,1,323
04006,1,1,323
04006,1,1,374
04006,1,1,272
04006,1,1,340
04006,1,1,374
04006,0,0,0
04006,0,0,0
04006,1,1,340
04006,1,1,341
04006,1,1,390
04006,1,1,407
04006,1,1,339
04006,0,0,0
04006,1,1,476
04006,1,1,357
04006,1,1,390
04006,1,1,373
04006,1,1,373
