SubjectID,StimulusType,response,RT
03004,1,1,406
03004,1,1,269
03004,0,0,0
03004,1,1,304
03004,1,1,407
03004,1,1,336
03004,1,1,386
03004,1,1,358
03004,0,0,0
03004,1,1,355
03004,0,0,0
03004,1,1,321
03004,1,1,410
03004,0,0,0
03004,1,1,306
03004,1,1,350
03004,1,1,375
03004,1,1,338
03004,1,1,338
03004,1,1,339
03004,1,1,320
03004,1,1,373
03004,1,1,336
03004,1,1,304
03004,1,1,308
03004,1,1,352
03004,1,1,323
03004,0,1,271
03004,0,0,0
03004,1,1,405
03004,1,1,287
03004,1,1,322
03004,0,0,0
03004,1,1,352
03004,1,1,319
03004,1,1,404
03004,1,1,340
03004,1,1,320
03004,1,1,358
03004,1,1,386
03004,1,1,412
03004,1,1,389
03004,1,1,389
03004,1,1,414
03004,1,1,371
03004,1,1,370
03004,1,1,375
03004,0,0,0
03004,1,1,355
03004,0,0,0
03004,1,1,371
03004,1,1,307
03004,0,0,0
03004,1,1,320
03004,1,1,357
03004,1,1,321
03004,1,1,321
03004,1,1,273
03004,1,1,337
03004,1,1,354
03004,1,1,302
03004,1,1,358
03004,1,1,254
03004,1,1,221
03004,0,0,0
03004,1,1,272
03004,0,0,0
03004,1,1,355
03004,1,1,341
03004,1,1,342
03004,0,0,0
03004,0,0,0
03004,0,0,0
03004,1,1,574
03004,1,1,302
03004,1,1,357
03004,1,1,322
03004,1,1,254
03004,0,1,222
03004,1,1,356
03004,1,1,355
03004,1,1,441
03004,1,1,272
03004,1,1,393
03004,1,1,351
03004,1,1,359
03004,1,1,355
03004,1,1,348
03004,0,0,0
03004,1,1,338
03004,1,1,306
03004,1,1,338
03004,1,1,336
03004,1,1,340
03004,0,0,0
03004,1,1,340
03004,1,1,321
03004,1,1,291
03004,0,0,0
03004,0,0,0
