SubjectID,StimulusType,response,RT
08007,1,1,448
08007,1,1,416
08007,1,1,337
08007,1,1,304
08007,0,0,0
08007,1,1,368
08007,1,1,416
08007,1,1,288
08007,1,1,320
08007,1,1,353
08007,0,0,0
08007,1,1,384
08007,1,1,384
08007,1,1,416
08007,0,0,0
08007,1,1,289
08007,1,1,368
08007,1,1,337
08007,1,1,320
08007,1,1,416
08007,1,1,304
08007,0,0,0
08007,1,1,320
08007,1,1,368
08007,0,0,0
08007,1,1,320
08007,1,1,384
08007,0,0,0
08007,1,1,339
08007,1,1,400
08007,0,1,321
08007,0,0,0
08007,1,1,449
08007,1,1,400
08007,0,0,0
08007,0,0,0
08007,0,0,0
08007,1,1,368
08007,1,1,432
08007,0,0,0
08007,1,1,400
08007,1,1,512
08007,1,1,400
08007,1,1,336
08007,1,1,336
08007,1,1,370
08007,0,0,0
08007,1,1,336
08007,1,1,353
08007,1,1,400
08007,1,1,320
08007,0,0,0
08007,1,1,339
08007,1,1,400
08007,1,1,352
08007,1,1,400
08007,1,1,336
08007,0,0,0
08007,1,1,320
08007,1,1,352
08007,0,0,0
08007,1,1,304
08007,1,1,368
08007,1,1,288
08007,0,1,288
08007,0,0,0
08007,1,1,384
08007,1,1,384
08007,0,0,0
08007,1,1,384
08007,1,1,368
08007,1,1,368
08007,1,1,384
08007,1,1,353
08007,1,1,336
08007,1,1,321
08007,1,1,368
08007,1,1,337
08007,1,1,320
08007,1,1,304
08007,1,1,353
08007,1,1,305
08007,0,0,0
08007,1,1,369
08007,1,1,352
08007,1,1,336
08007,1,1,320
08007,1,1,353
08007,1,1,402
08007,1,1,293
08007,1,1,289
08007,1,1,320
08007,1,1,336
08007,1,1,336
08007,1,1,320
08007,1,1,336
08007,1,1,353
08007,1,1,353
08007,1,1,304
08007,1,1,320
