SubjectID,StimulusType,response,RT
04001,1,1,432
04001,1,1,467
04001,1,1,528
04001,1,1,452
04001,0,0,0
04001,1,1,433
04001,0,0,0
04001,1,1,386
04001,1,1,434
04001,1,1,418
04001,1,1,437
04001,1,1,401
04001,1,1,404
04001,0,0,0
04001,1,1,400
04001,1,1,434
04001,1,1,353
04001,1,1,385
04001,0,0,0
04001,1,1,355
04001,1,1,369
04001,1,1,355
04001,1,1,404
04001,1,1,402
04001,0,0,0
04001,1,1,436
04001,1,1,450
04001,1,1,306
04001,0,0,0
04001,1,1,403
04001,1,1,352
04001,1,1,355
04001,1,1,355
04001,1,1,385
04001,0,0,0
04001,0,0,0
04001,1,1,356
04001,0,0,0
04001,1,1,402
04001,1,1,485
04001,1,1,386
04001,1,1,385
04001,0,0,0
04001,1,1,387
04001,1,1,402
04001,1,1,387
04001,1,1,371
04001,1,1,448
04001,1,1,468
04001,1,1,401
04001,1,1,452
04001,1,1,417
04001,0,0,0
04001,1,1,468
04001,1,1,402
04001,1,1,387
04001,1,1,387
04001,1,1,385
04001,1,1,372
04001,1,1,384
04001,1,1,436
04001,0,0,0
04001,1,1,371
04001,1,1,305
04001,1,1,307
04001,1,1,483
04001,1,1,739
04001,1,1,305
04001,1,1,386
04001,0,0,0
04001,1,1,355
04001,0,1,289
04001,1,1,322
04001,1,1,370
04001,0,0,0
04001,1,1,354
04001,0,0,0
04001,1,1,387
04001,1,1,466
04001,0,0,0
04001,1,1,339
04001,0,0,0
04001,1,1,356
04001,1,1,467
04001,1,1,437
04001,1,1,419
04001,1,1,453
04001,1,1,515
04001,1,1,453
04001,0,0,0
04001,0,0,0
04001,1,1,435
04001,1,1,434
04001,1,1,436
04001,1,1,450
04001,1,1,468
04001,1,1,386
04001,1,1,340
04001,1,1,404
04001,1,1,532
