SubjectID,StimulusType,response,RT
08001,1,1,781
08001,0,0,0
08001,1,1,345
08001,1,1,495
08001,1,1,420
08001,0,0,0
08001,1,1,332
08001,1,1,365
08001,1,1,410
08001,1,1,306
08001,1,1,374
08001,1,1,327
08001,1,1,399
08001,1,1,337
08001,0,0,0
08001,1,1,297
08001,1,1,297
08001,1,1,299
08001,0,0,0
08001,1,1,347
08001,1,1,345
08001,0,0,0
08001,0,0,0
08001,1,1,354
08001,1,1,295
08001,1,1,280
08001,1,1,296
08001,1,1,315
08001,0,1,335
08001,1,1,340
08001,0,0,0
08001,1,1,328
08001,1,1,334
08001,1,1,362
08001,0,0,0
08001,1,1,296
08001,1,1,297
08001,1,1,280
08001,1,1,245
08001,1,1,278
08001,1,1,279
08001,1,1,362
08001,1,1,296
08001,0,1,263
08001,1,1,451
08001,1,1,329
08001,1,1,416
08001,1,1,396
08001,1,1,314
08001,1,1,295
08001,1,1,348
08001,1,1,382
08001,1,1,409
08001,1,1,340
08001,1,1,389
08001,1,1,408
08001,1,1,392
08001,1,1,288
08001,1,1,306
08001,1,1,472
08001,1,1,289
08001,1,1,373
08001,1,1,306
08001,1,1,340
08001,0,0,0
08001,1,1,288
08001,1,1,237
08001,1,1,255
08001,0,1,306
08001,1,1,340
08001,1,1,306
08001,1,1,289
08001,0,0,0
08001,1,1,304
08001,0,1,283
08001,1,1,427
08001,1,1,199
08001,1,1,314
08001,0,1,297
08001,0,0,0
08001,1,1,331
08001,1,1,296
08001,1,1,329
08001,0,0,0
08001,0,0,0
08001,1,1,397
08001,1,1,295
08001,0,0,0
08001,0,1,328
08001,1,1,346
08001,1,1,316
08001,1,1,345
08001,1,1,365
08001,1,1,362
08001,1,1,328
08001,1,1,383
08001,1,1,313
08001,1,1,363
08001,1,1,314
08001,1,1,379
