SubjectID,StimulusType,response,RT
10006,1,1,314
10006,1,1,297
10006,0,0,0
10006,1,1,280
10006,0,0,0
10006,1,1,264
10006,1,1,431
10006,1,1,330
10006,1,1,295
10006,0,0,0
10006,1,1,281
10006,1,1,316
10006,1,1,313
10006,0,0,0
10006,1,1,281
10006,1,1,296
10006,1,1,297
10006,0,0,0
10006,1,1,282
10006,1,1,250
10006,1,1,280
10006,0,0,0
10006,1,1,263
10006,1,1,199
10006,1,1,198
10006,0,0,0
10006,1,1,231
10006,0,1,83
10006,0,1,280
10006,1,1,297
10006,1,1,430
10006,1,1,312
10006,1,1,330
10006,1,1,312
10006,1,1,312
10006,1,1,346
10006,1,1,314
10006,1,1,281
10006,1,1,265
10006,1,1,246
10006,1,1,296
10006,1,1,296
10006,1,1,297
10006,1,1,266
10006,1,1,166
10006,1,1,280
10006,1,1,265
10006,1,1,265
10006,1,1,296
10006,1,1,278
10006,1,1,297
10006,1,1,279
10006,1,1,282
10006,0,1,298
10006,1,1,313
10006,1,1,366
10006,1,1,311
10006,1,1,397
10006,1,1,347
10006,1,1,378
10006,1,1,395
10006,1,1,413
10006,1,1,364
10006,1,1,346
10006,0,0,0
10006,1,1,295
10006,0,0,0
10006,1,1,297
10006,1,1,314
10006,1,1,331
10006,0,0,0
10006,0,0,0
10006,0,0,0
10006,1,1,380
10006,1,1,311
10006,1,1,347
10006,1,1,361
10006,1,1,296
10006,1,1,314
10006,1,1,330
10006,1,1,332
10006,0,0,0
10006,1,1,297
10006,1,1,331
10006,1,1,346
10006,0,0,0
10006,1,1,312
10006,1,1,280
10006,1,1,312
10006,1,1,263
10006,0,0,0
10006,1,1,300
10006,1,1,313
10006,0,0,0
10006,1,1,281
10006,1,1,297
10006,1,1,296
10006,0,0,0
10006,1,1,280
10006,1,1,314
