SubjectID,StimulusType,response,RT
09004,0,0,0
09004,1,1,339
09004,1,1,305
09004,1,1,323
09004,1,1,287
09004,0,0,0
09004,1,1,324
09004,1,1,391
09004,0,0,0
09004,1,1,340
09004,1,1,358
09004,1,1,340
09004,1,1,340
09004,1,1,342
09004,0,0,0
09004,1,1,256
09004,1,1,357
09004,1,1,307
09004,1,1,323
09004,1,1,356
09004,0,0,0
09004,1,1,323
09004,1,1,391
09004,1,1,340
09004,1,1,358
09004,1,1,290
09004,0,0,0
09004,0,0,0
09004,1,1,322
09004,1,1,322
09004,0,0,0
09004,1,1,271
09004,0,0,0
09004,1,1,306
09004,0,0,0
09004,1,1,306
09004,0,0,0
09004,1,1,288
09004,1,1,307
09004,1,1,322
09004,1,1,358
09004,1,1,288
09004,1,1,307
09004,1,1,290
09004,0,0,0
09004,1,1,289
09004,0,0,0
09004,1,1,237
09004,1,1,289
09004,1,1,322
09004,1,1,306
09004,1,1,289
09004,1,1,273
09004,1,1,289
09004,1,1,306
09004,1,1,272
09004,1,1,306
09004,1,1,255
09004,1,1,271
09004,1,1,272
09004,1,1,289
09004,1,1,272
09004,0,0,0
09004,1,1,305
09004,1,1,271
09004,1,1,323
09004,1,1,288
09004,1,1,288
09004,1,1,272
09004,1,1,289
09004,1,1,288
09004,1,1,305
09004,1,1,340
09004,1,1,289
09004,1,1,290
09004,1,1,303
09004,1,1,323
09004,0,0,0
09004,1,1,272
09004,0,0,0
09004,1,1,255
09004,1,1,254
09004,1,1,304
09004,0,0,0
09004,0,1,238
09004,1,1,272
09004,1,1,289
09004,1,1,375
09004,1,1,342
09004,0,0,0
09004,1,1,305
09004,1,1,307
09004,1,1,289
09004,1,1,255
09004,1,1,339
09004,0,0,0
09004,1,1,273
09004,1,1,306
09004,1,1,306
09004,1,1,272
