SubjectID,StimulusType,response,RT
08006,1,1,593
08006,0,0,0
08006,0,0,0
08006,1,1,373
08006,1,1,506
08006,1,1,389
08006,1,1,321
08006,1,1,302
08006,1,1,256
08006,1,1,271
08006,1,1,172
08006,1,1,238
08006,1,1,318
08006,0,0,0
08006,1,1,356
08006,1,1,372
08006,1,1,323
08006,0,1,288
08006,1,1,288
08006,1,1,289
08006,1,1,303
08006,1,1,304
08006,1,1,320
08006,0,0,0
08006,1,1,338
08006,1,1,370
08006,1,1,388
08006,1,1,325
08006,1,1,319
08006,1,1,303
08006,0,0,0
08006,1,1,321
08006,1,1,370
08006,1,1,290
08006,0,1,306
08006,1,1,354
08006,1,1,319
08006,1,1,254
08006,1,1,304
08006,0,1,286
08006,0,0,0
08006,1,1,334
08006,1,1,305
08006,1,1,322
08006,1,1,269
08006,0,0,0
08006,1,1,338
08006,1,1,288
08006,1,1,286
08006,0,0,0
08006,1,1,304
08006,0,0,0
08006,0,0,0
08006,1,1,507
08006,1,1,235
08006,0,0,0
08006,1,1,355
08006,1,1,337
08006,1,1,339
08006,0,0,0
08006,1,1,352
08006,1,1,338
08006,1,1,237
08006,0,1,321
08006,1,1,305
08006,1,1,338
08006,1,1,322
08006,1,1,423
08006,1,1,337
08006,1,1,304
08006,1,1,372
08006,1,1,354
08006,1,1,338
08006,1,1,335
08006,1,1,320
08006,1,1,305
08006,1,1,304
08006,1,1,306
08006,1,1,322
08006,0,0,0
08006,1,1,336
08006,1,1,286
08006,1,1,304
08006,1,1,338
08006,1,1,288
08006,1,1,185
08006,0,1,288
08006,1,1,388
08006,1,1,339
08006,1,1,270
08006,1,1,335
08006,1,1,321
08006,0,0,0
08006,1,1,593
08006,1,1,320
08006,1,1,355
08006,0,0,0
08006,1,1,321
08006,1,1,354
08006,1,1,304
