SubjectID,StimulusType,response,RT
04003,1,1,322
04003,1,1,289
04003,1,1,272
04003,1,1,306
04003,1,1,306
04003,0,0,0
04003,0,1,272
04003,1,1,255
04003,1,1,374
04003,1,1,339
04003,1,1,306
04003,1,1,272
04003,1,1,323
04003,0,0,0
04003,1,1,323
04003,0,0,0
04003,1,1,289
04003,1,1,357
04003,1,1,289
04003,0,0,0
04003,0,0,0
04003,1,1,357
04003,1,1,306
04003,1,1,255
04003,0,0,0
04003,1,1,306
04003,0,0,0
04003,1,1,305
04003,1,1,289
04003,1,1,323
04003,1,1,272
04003,1,1,323
04003,0,0,0
04003,1,1,289
04003,1,1,255
04003,1,1,306
04003,1,1,289
04003,0,0,0
04003,1,1,153
04003,1,1,271
04003,1,1,271
04003,1,1,307
04003,0,1,238
04003,1,1,323
04003,1,1,341
04003,1,1,340
04003,1,1,306
04003,0,0,0
04003,0,0,0
04003,1,1,306
04003,1,1,289
04003,1,1,289
04003,0,0,0
04003,1,1,306
04003,1,1,272
04003,1,1,272
04003,1,1,289
04003,1,1,321
04003,1,1,306
04003,1,1,306
04003,1,1,340
04003,1,1,289
04003,0,1,272
04003,1,1,374
04003,1,1,357
04003,1,1,373
04003,1,1,288
04003,1,1,425
04003,1,1,306
04003,1,1,357
04003,1,1,374
04003,0,0,0
04003,1,1,305
04003,1,1,288
04003,1,1,322
04003,1,1,323
04003,1,1,307
04003,1,1,306
04003,1,1,340
04003,1,1,357
04003,1,1,271
04003,1,1,339
04003,1,1,306
04003,1,1,324
04003,0,0,0
04003,0,0,0
04003,0,0,0
04003,1,1,323
04003,1,1,306
04003,1,1,306
04003,1,1,272
04003,1,1,323
04003,1,1,289
04003,1,1,289
04003,1,1,339
04003,1,1,339
04003,1,1,322
04003,1,1,322
04003,0,0,0
04003,1,1,323
