SubjectID,StimulusType,response,RT
03001,1,1,660
03001,1,1,490
03001,1,1,337
03001,1,1,269
03001,1,1,272
03001,1,1,239
03001,1,1,217
03001,0,1,237
03001,0,0,0
03001,0,0,0
03001,1,1,408
03001,1,1,573
03001,1,1,368
03001,1,1,340
03001,1,1,410
03001,1,1,439
03001,1,1,426
03001,1,1,386
03001,0,0,0
03001,1,1,407
03001,1,1,443
03001,1,1,385
03001,0,0,0
03001,0,0,0
03001,0,0,0
03001,1,1,421
03001,1,1,420
03001,0,0,0
03001,0,0,0
03001,1,1,457
03001,0,0,0
03001,1,1,420
03001,1,1,474
03001,0,0,0
03001,1,1,462
03001,1,1,355
03001,0,0,0
03001,1,1,357
03001,1,1,419
03001,1,1,423
03001,1,1,389
03001,1,1,419
03001,1,1,425
03001,1,1,372
03001,1,1,325
03001,1,1,238
03001,1,1,406
03001,1,1,388
03001,1,1,423
03001,1,1,435
03001,1,1,439
03001,1,1,338
03001,1,1,439
03001,1,1,373
03001,0,0,0
03001,1,1,371
03001,1,1,351
03001,1,1,342
03001,1,1,353
03001,1,1,387
03001,0,0,0
03001,1,1,324
03001,1,1,390
03001,1,1,252
03001,0,0,0
03001,1,1,321
03001,1,1,371
03001,1,1,337
03001,1,1,354
03001,1,1,374
03001,1,1,405
03001,1,1,306
03001,1,1,304
03001,0,0,0
03001,1,1,336
03001,1,1,338
03001,0,1,253
03001,1,1,526
03001,1,1,488
03001,0,0,0
03001,1,1,404
03001,1,1,422
03001,1,1,439
03001,1,1,471
03001,1,1,405
03001,1,1,405
03001,1,1,387
03001,1,1,438
03001,1,1,404
03001,1,1,390
03001,1,1,425
03001,1,1,371
03001,1,1,391
03001,1,1,388
03001,1,1,372
03001,1,1,409
03001,0,0,0
03001,0,1,321
03001,1,1,473
03001,1,1,544
