SubjectID,StimulusType,response,RT
04004,1,1,305
04004,1,1,340
04004,1,1,322
04004,1,1,339
04004,1,1,306
04004,1,1,323
04004,1,1,357
04004,1,1,323
04004,1,1,323
04004,0,0,0
04004,1,1,289
04004,1,1,306
04004,1,1,306
04004,1,1,476
04004,1,1,255
04004,0,0,0
04004,1,1,272
04004,1,1,288
04004,1,1,255
04004,1,1,271
04004,1,1,323
04004,1,1,289
04004,1,1,306
04004,1,1,255
04004,1,1,408
04004,1,1,306
04004,0,1,271
04004,1,1,271
04004,0,0,0
04004,0,0,0
04004,1,1,289
04004,1,1,323
04004,0,0,0
04004,1,1,357
04004,0,0,0
04004,1,1,272
04004,0,0,0
04004,1,1,238
04004,1,1,305
04004,1,1,136
04004,1,1,305
04004,0,0,0
04004,0,0,0
04004,0,0,0
04004,1,1,306
04004,1,1,323
04004,1,1,306
04004,0,0,0
04004,1,1,323
04004,1,1,323
04004,1,1,306
04004,1,1,289
04004,0,0,0
04004,0,0,0
04004,1,1,306
04004,1,1,374
04004,1,1,289
04004,1,1,306
04004,1,1,306
04004,1,1,323
04004,1,1,306
04004,1,1,306
04004,1,1,288
04004,1,1,255
04004,1,1,340
04004,1,1,289
04004,1,1,373
04004,1,1,289
04004,1,1,306
04004,0,0,0
04004,1,1,306
04004,1,1,306
04004,1,1,306
04004,1,1,306
04004,0,0,0
04004,1,1,305
04004,0,1,153
04004,1,1,340
04004,1,1,289
04004,1,1,306
04004,1,1,323
04004,1,1,322
04004,1,1,356
04004,1,1,339
04004,1,1,323
04004,1,1,340
04004,1,1,340
04004,1,1,340
04004,0,0,0
04004,1,1,306
04004,1,1,238
04004,0,1,289
04004,1,1,306
04004,1,1,374
04004,0,0,0
04004,1,1,323
04004,1,1,306
04004,1,1,339
04004,1,1,323
04004,1,1,340
