SubjectID,StimulusType,response,RT
02008,1,1,466
02008,1,1,467
02008,1,1,290
02008,1,1,370
02008,1,1,418
02008,1,1,339
02008,0,0,0
02008,1,1,320
02008,1,1,306
02008,1,1,340
02008,1,1,354
02008,1,1,402
02008,0,1,290
02008,1,1,402
02008,1,1,483
02008,0,0,0
02008,0,0,0
02008,1,1,338
02008,1,1,483
02008,1,1,337
02008,1,1,371
02008,1,1,660
02008,1,1,483
02008,1,1,418
02008,1,1,433
02008,1,1,434
02008,1,1,418
02008,1,1,499
02008,1,1,387
02008,1,1,386
02008,1,1,387
02008,1,1,465
02008,1,1,370
02008,1,1,386
02008,1,1,435
02008,1,1,451
02008,1,1,323
02008,1,1,338
02008,1,1,354
02008,1,1,369
02008,0,0,0
02008,0,0,0
02008,0,0,0
02008,1,1,338
02008,0,0,0
02008,0,0,0
02008,0,0,0
02008,1,1,435
02008,1,1,337
02008,1,1,291
02008,1,1,323
02008,0,0,0
02008,1,1,371
02008,0,0,0
02008,1,1,338
02008,1,1,370
02008,1,1,371
02008,1,1,354
02008,1,1,404
02008,1,1,385
02008,0,0,0
02008,1,1,402
02008,1,1,322
02008,1,1,290
02008,1,1,371
02008,0,0,0
02008,1,1,401
02008,1,1,306
02008,1,1,323
02008,0,0,0
02008,0,0,0
02008,1,1,336
02008,1,1,354
02008,1,1,308
02008,1,1,353
02008,1,1,434
02008,1,1,307
02008,1,1,289
02008,1,1,338
02008,1,1,355
02008,0,0,0
02008,1,1,451
02008,1,1,323
02008,1,1,290
02008,1,1,322
02008,0,0,0
02008,1,1,499
02008,1,1,323
02008,1,1,289
02008,1,1,291
02008,1,1,273
02008,0,0,0
02008,1,1,352
02008,1,1,323
02008,0,0,0
02008,1,1,306
02008,1,1,306
02008,1,1,321
02008,1,1,289
02008,1,1,355
