SubjectID,StimulusType,response,RT
04007,1,1,476
04007,1,1,374
04007,1,1,340
04007,0,0,0
04007,1,1,374
04007,1,1,374
04007,1,1,390
04007,1,1,407
04007,0,0,0
04007,1,1,323
04007,1,1,374
04007,0,0,0
04007,1,1,356
04007,1,1,390
04007,1,1,373
04007,0,0,0
04007,1,1,373
04007,0,0,0
04007,1,1,358
04007,1,1,374
04007,1,1,374
04007,0,0,0
04007,0,0,0
04007,1,1,424
04007,1,1,374
04007,1,1,374
04007,1,1,373
04007,1,1,355
04007,1,1,340
04007,1,1,391
04007,1,1,339
04007,1,1,340
04007,0,0,0
04007,1,1,323
04007,1,1,340
04007,1,1,306
04007,1,1,323
04007,0,0,0
04007,0,0,0
04007,1,1,391
04007,1,1,340
04007,1,1,306
04007,1,1,289
04007,1,1,289
04007,1,1,322
04007,1,1,305
04007,1,1,322
04007,1,1,323
04007,1,1,358
04007,0,0,0
04007,1,1,408
04007,0,0,0
04007,1,1,374
04007,1,1,357
04007,1,1,340
04007,1,1,391
04007,1,1,373
04007,1,1,339
04007,0,0,0
04007,1,1,323
04007,1,1,323
04007,1,1,340
04007,1,1,374
04007,1,1,357
04007,1,1,357
04007,1,1,357
04007,1,1,425
04007,1,1,340
04007,1,1,391
04007,0,0,0
04007,1,1,374
04007,1,1,374
04007,1,1,340
04007,1,1,340
04007,0,0,0
04007,0,0,0
04007,1,1,340
04007,1,1,340
04007,1,1,340
04007,1,1,323
04007,1,1,357
04007,1,1,306
04007,1,1,323
04007,0,0,0
04007,1,1,339
04007,1,1,288
04007,1,1,390
04007,0,0,0
04007,1,1,357
04007,1,1,374
04007,1,1,357
04007,1,1,408
04007,0,0,0
04007,1,1,441
04007,1,1,340
04007,1,1,323
04007,0,0,0
04007,1,1,459
04007,1,1,357
04007,1,1,340
