SubjectID,StimulusType,response,RT
02007,1,1,467
02007,1,1,403
02007,0,0,0
02007,1,1,354
02007,1,1,370
02007,1,1,371
02007,1,1,372
02007,1,1,387
02007,1,1,403
02007,0,0,0
02007,1,1,355
02007,1,1,354
02007,0,0,0
02007,1,1,339
02007,1,1,384
02007,0,0,0
02007,1,1,354
02007,0,0,0
02007,1,1,353
02007,1,1,387
02007,0,0,0
02007,0,0,0
02007,0,0,0
02007,1,1,338
02007,1,1,354
02007,1,1,339
02007,0,0,0
02007,0,0,0
02007,1,1,307
02007,1,1,369
02007,1,1,338
02007,1,1,354
02007,1,1,353
02007,1,1,339
02007,1,1,321
02007,1,1,370
02007,1,1,371
02007,1,1,403
02007,1,1,386
02007,1,1,339
02007,1,1,338
02007,1,1,306
02007,0,0,0
02007,1,1,355
02007,0,1,370
02007,1,1,517
02007,1,1,273
02007,1,1,354
02007,1,1,371
02007,1,1,433
02007,1,1,371
02007,1,1,354
02007,0,0,0
02007,1,1,338
02007,1,1,338
02007,1,1,338
02007,0,0,0
02007,1,1,306
02007,1,1,340
02007,1,1,306
02007,0,0,0
02007,1,1,323
02007,1,1,372
02007,1,1,370
02007,0,0,0
02007,1,1,419
02007,0,0,0
02007,0,0,0
02007,1,1,417
02007,1,1,371
02007,1,1,355
02007,1,1,336
02007,1,1,322
02007,1,1,355
02007,1,1,385
02007,1,1,337
02007,1,1,370
02007,1,1,404
02007,1,1,339
02007,1,1,368
02007,1,1,323
02007,1,1,354
02007,1,1,353
02007,1,1,339
02007,0,0,0
02007,1,1,451
02007,0,0,0
02007,1,1,451
02007,1,1,307
02007,1,1,322
02007,1,1,290
02007,1,1,291
02007,1,1,338
02007,1,1,435
02007,1,1,386
02007,1,1,340
02007,1,1,355
02007,1,1,288
02007,1,1,355
02007,1,1,340
