SubjectID,StimulusType,response,RT
04008,0,0,0
04008,1,1,425
04008,1,1,341
04008,1,1,306
04008,1,1,306
04008,1,1,289
04008,1,1,272
04008,1,1,289
04008,0,0,0
04008,0,0,0
04008,1,1,357
04008,1,1,289
04008,1,1,305
04008,1,1,340
04008,1,1,340
04008,1,1,323
04008,0,1,289
04008,0,0,0
04008,0,0,0
04008,1,1,424
04008,1,1,373
04008,1,1,391
04008,1,1,323
04008,1,1,306
04008,0,0,0
04008,0,0,0
04008,1,1,425
04008,1,1,306
04008,1,1,340
04008,1,1,271
04008,0,0,0
04008,1,1,544
04008,0,0,0
04008,1,1,356
04008,1,1,289
04008,1,1,289
04008,1,1,305
04008,1,1,238
04008,0,0,0
04008,1,1,542
04008,1,1,298
04008,1,1,305
04008,1,1,271
04008,1,1,255
04008,1,1,270
04008,0,1,272
04008,1,1,339
04008,0,0,0
04008,1,1,408
04008,0,0,0
04008,1,1,391
04008,1,1,340
04008,1,1,289
04008,1,1,323
04008,1,1,305
04008,1,1,288
04008,1,1,306
04008,1,1,289
04008,1,1,323
04008,1,1,323
04008,1,1,323
04008,1,1,306
04008,0,1,255
04008,1,1,425
04008,1,1,306
04008,1,1,323
04008,1,1,322
04008,1,1,357
04008,0,0,0
04008,1,1,493
04008,1,1,391
04008,1,1,323
04008,0,0,0
04008,0,0,0
04008,1,1,357
04008,0,0,0
04008,1,1,442
04008,1,1,340
04008,1,1,374
04008,1,1,374
04008,1,1,288
04008,1,1,340
04008,0,0,0
04008,1,1,357
04008,1,1,307
04008,1,1,323
04008,1,1,323
04008,1,1,323
04008,1,1,306
04008,1,1,340
04008,1,1,356
04008,1,1,272
04008,1,1,373
04008,1,1,340
04008,1,1,357
04008,1,1,305
04008,1,1,373
04008,1,1,339
04008,1,1,357
04008,1,1,356
