SubjectID,StimulusType,response,RT
01004,1,1,558
01004,1,1,370
01004,1,1,339
01004,1,1,373
01004,1,1,410
01004,0,0,0
01004,1,1,491
01004,0,0,0
01004,1,1,507
01004,0,0,0
01004,1,1,390
01004,1,1,322
01004,1,1,375
01004,1,1,338
01004,1,1,474
01004,1,1,322
01004,1,1,442
01004,1,1,422
01004,1,1,526
01004,1,1,358
01004,1,1,404
01004,1,1,357
01004,1,1,339
01004,1,1,405
01004,1,1,439
01004,1,1,368
01004,1,1,320
01004,0,0,0
01004,0,0,0
01004,1,1,424
01004,1,1,341
01004,0,1,271
01004,0,0,0
01004,0,0,0
01004,1,1,424
01004,0,0,0
01004,1,1,405
01004,0,0,0
01004,1,1,373
01004,1,1,899
01004,1,1,389
01004,1,1,408
01004,1,1,404
01004,0,0,0
01004,1,1,489
01004,1,1,423
01004,0,0,0
01004,1,1,356
01004,1,1,307
01004,1,1,254
01004,1,1,287
01004,1,1,305
01004,1,1,339
01004,0,0,0
01004,1,1,305
01004,1,1,306
01004,1,1,304
01004,1,1,306
01004,0,1,474
01004,1,1,337
01004,1,1,291
01004,1,1,305
01004,1,1,356
01004,1,1,322
01004,1,1,558
01004,1,1,391
01004,1,1,372
01004,1,1,356
01004,1,1,340
01004,1,1,355
01004,1,1,357
01004,0,0,0
01004,1,1,287
01004,1,1,238
01004,1,1,322
01004,1,1,320
01004,1,1,252
01004,1,1,302
01004,0,0,0
01004,1,1,340
01004,1,1,372
01004,0,0,0
01004,1,1,474
01004,1,1,322
01004,1,1,305
01004,1,1,289
01004,0,0,0
01004,0,0,0
01004,1,1,440
01004,1,1,438
01004,1,1,439
01004,0,0,0
01004,1,1,271
01004,1,1,271
01004,1,1,271
01004,1,1,288
01004,1,1,441
01004,1,1,677
01004,1,1,492
01004,1,1,324
